,Acetanaerobacterium,Acetivibrio,Acidaminococcus,Acinetobacter,Actinomyces,Adlercreutzia,Akkermansia,Alistipes,Allisonella,Allobaculum,Anaerococcus,Anaerofilum,Anaeroplasma,Anaerosporobacter,Anaerostipes,Anaerotruncus,Anaerovorax,Atopobium,Bacteroides,Barnesiella,Bifidobacterium,Bilophila,Blautia,Bulleidia,Butyricicoccus,Butyricimonas,Butyrivibrio,Caldimonas,Caloramator,Campylobacter,Catenibacterium,Citrobacter,Clostridium_III,Clostridium_IV,Clostridium_XI,Clostridium_XVIII,Clostridium_XlVa,Clostridium_XlVb,Clostridium_sensu_stricto,Collinsella,Coprobacillus,Coprococcus,Coraliomargarita,Corynebacterium,Cronobacter,Denitrobacterium,Desulfotomaculum,Desulfovibrio,Dialister,Dietzia,Dorea,Eggerthella,Elusimicrobium,Enterobacter,Enterococcus,Enterorhabdus,Erysipelothrix,EscherichiaShigella,Ethanoligenens,Eubacterium,Faecalibacterium,Finegoldia,Flavonifractor,Fusobacterium,Gemella,Gemmiger,Gordonibacter,Gracilibacter,Granulicatella,Haemophilus,Hespellia,Holdemania,Howardella,Hydrogenoanaerobacterium,Klebsiella,Lachnobacterium,Lactobacillus,Lactococcus,Lactonifactor,Lutispora,Marvinbryantia,Megamonas,Megasphaera,Methanobrevibacter,Methanosphaera,Mitsuokella,Mobiluncus,Mogibacterium,Moryella,Murdochiella,Odoribacter,Olsenella,Oribacterium,Oscillibacter,Oxalobacter,Papillibacter,Parabacteroides,Paraprevotella,Parasporobacterium,Parasutterella,Parvimonas,Peptococcus,Peptoniphilus,Peptostreptococcus,Phascolarctobacterium,Porphyromonas,Prevotella,Pseudobutyrivibrio,Pseudoflavonifractor,Pseudomonas,Robinsoniella,Roseburia,Rothia,Ruminococcus,Saccharofermentans,Selenomonas,Slackia,Sneathia,Solobacterium,Spiroplasma,Sporobacter,Staphylococcus,Streptococcus,Subdoligranulum,Succinivibrio,Sutterella,TM7_genera_incertae_sedis,Tepidimicrobium,Treponema,Turicibacter,Unassigned,Vampirovibrio,Veillonella,Victivallis,Weissella
SRR1179151,0,0,7,0,0,0,0,66,0,0,0,0,0,0,21,3,1,0,887,7,2,0,70,0,29,1,0,0,0,0,0,0,4,3,0,4,92,23,0,0,0,15,0,0,0,1,1,1,0,0,21,0,0,0,0,0,0,0,0,1,1339,0,2,0,0,12,0,0,0,2,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,8,0,0,0,0,2,0,0,72,2,0,69,37,0,0,0,0,0,0,10,0,5,0,2,0,1,123,0,251,0,0,0,1,0,0,22,0,1,1,0,5,0,0,0,0,232,1,0,2,0
SRR1179152,0,0,1,0,0,0,0,12,0,0,0,0,0,0,11,1,0,0,1384,6,0,0,13,0,2,0,0,0,0,0,0,0,2,2,4,8,217,3,4,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1288,0,2,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,5,0,0,0,0,0,0,0,14,0,0,0,2,0,0,331,0,20,0,0,0,0,0,0,1,0,52,0,0,0,0,0,0,2,92,0,0,0,0
SRR1179153,0,0,16,0,0,0,0,31,0,0,1,0,0,0,2,45,0,0,1196,0,0,0,12,0,1,0,0,0,0,0,0,0,1,13,1,0,129,9,0,0,5,541,0,0,0,0,0,0,9,0,184,0,0,0,0,0,0,30,0,17,16,0,10,0,7,61,0,0,3,0,3,1,0,0,0,0,2,7,2,0,2,0,41,0,0,0,0,0,0,0,0,0,1,23,0,0,6,0,0,8,1,0,1,0,0,0,16,0,3,0,0,216,0,229,0,0,0,3,0,0,31,0,265,0,0,1,0,0,0,1,200,0,0,0,0
SRR1179154,0,0,40,0,0,0,0,58,5,0,0,0,0,0,0,3,0,0,290,8,0,0,17,0,6,7,0,0,0,0,0,0,0,2,0,0,37,1,0,0,1,6,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,26,198,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,39,0,0,0,0,1,0,0,25,0,0,14,0,0,57,15,0,1,0,0,0,0,44,0,2040,0,0,0,0,464,0,9,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,52,0,0,0,0
SRR1179155,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,778,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,50,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,1,2152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,2,0,0,0,0,0,0,0,1,0,0,24,0,0,0,0,0,0,0,30,0,231,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,1,0,17,20,0,0,0,0,56,0,0,1,0
SRR1179156,0,0,0,0,0,0,0,38,0,0,0,0,0,0,16,0,0,0,2123,0,0,0,86,0,14,6,0,0,0,0,0,0,1,1,0,56,214,50,0,0,2,4,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,1,0,3,1,0,0,0,0,33,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,116,0,0,9,0,0,0,0,46,0,0,0,14,0,0,234,0,51,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,273,0,0,0,0
SRR1179157,0,0,0,0,0,0,0,100,0,0,0,0,0,0,14,1,0,0,1223,1,0,0,22,0,9,0,0,0,0,0,0,0,0,4,0,15,132,85,0,0,3,14,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,1027,0,5,86,0,12,0,0,0,0,2,2,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,8,0,0,67,0,0,18,0,0,26,0,0,0,0,27,0,0,1,2,0,0,422,0,53,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,75,0,0,0,0
SRR1179158,0,0,10,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,502,9,0,0,14,0,5,0,0,0,0,0,0,0,3,0,0,6,55,3,0,0,0,5,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,1,842,0,0,0,0,6,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,56,0,0,1,0,0,0,0,48,0,326,0,1,0,0,1332,0,109,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,127,0,0,0,0
SRR1179159,0,0,109,0,0,0,0,20,0,0,0,0,0,0,1,1,0,0,2705,1,0,0,14,0,0,3,0,0,0,0,26,0,0,0,0,1,44,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,0,0,251,0,3,0,0,23,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,25,0,1,0,0,0,0,40,0,7,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,40,0,0,0,0
SRR1179160,0,0,53,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,356,0,0,1,29,1,28,0,0,0,0,0,0,0,3,1,1,8,88,0,0,0,2,41,0,0,0,0,0,0,209,0,63,0,0,0,0,1,0,0,0,13,616,0,2,1,0,33,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,91,0,0,2,0,0,0,0,6,0,0,1,0,0,35,0,0,0,0,0,0,0,0,0,1256,0,3,0,0,122,0,103,0,5,0,0,0,0,7,0,0,2,0,0,0,0,0,0,233,0,3,0,0
SRR1179161,0,0,2,0,0,0,0,1,4,1,0,0,0,0,1,0,0,0,12,0,0,0,8,0,4,0,0,0,0,0,9,0,1,0,2,0,30,4,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,167,0,0,22,0,9,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,36,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,2,0,0,0,0,0,0,62,0,2706,0,2,0,0,24,0,13,0,1,0,0,0,0,1,0,11,0,0,30,0,0,0,3,291,0,0,0,0
SRR1179162,0,0,8,0,0,0,0,3,6,1,0,0,0,0,8,0,0,0,1370,0,0,0,8,0,13,0,0,0,0,0,73,0,0,0,0,0,200,27,0,0,0,14,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1138,0,1,0,0,7,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,27,0,0,22,0,0,2,0,0,0,0,40,0,1,0,0,0,0,264,0,1,0,0,0,0,0,0,0,0,5,0,0,63,0,0,0,0,181,0,1,0,0
SRR1179163,91,0,0,0,0,0,0,5,2,0,0,2,0,0,13,15,8,0,185,1,1,0,44,0,10,1,0,0,0,0,80,0,10,10,0,13,136,1,1,0,1,135,0,0,0,0,0,1,40,0,122,0,0,0,0,0,0,1,0,1,392,0,0,2,0,10,0,1,0,0,0,0,3,0,0,0,4,0,0,4,6,0,7,0,0,1,0,4,0,0,3,0,0,379,0,0,18,4,0,0,0,7,0,0,28,0,38,0,0,0,0,161,0,220,0,0,0,0,0,0,129,0,2,0,0,0,0,0,0,0,1121,0,0,0,0
SRR1179164,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,1,4,0,149,0,0,0,20,0,26,5,0,0,0,0,89,0,5,0,0,0,211,162,0,0,0,15,0,0,0,2,0,0,0,0,28,0,0,0,0,0,0,0,0,4,934,0,1,10,0,33,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,111,0,0,0,0,0,0,2,0,2,0,0,60,1,0,14,1,0,0,0,0,0,0,43,0,44,0,1,0,0,717,0,110,0,9,1,0,0,0,11,0,4,2,6,6,0,0,0,0,503,17,0,0,0
SRR1179165,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,3,1,0,2681,0,0,0,26,0,4,7,0,0,0,0,0,0,19,3,4,8,233,8,14,0,1,2,0,0,0,0,0,0,0,0,8,0,0,4,1,0,0,16,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,2,0,27,0,1,1,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,49,116,0,0,0,0,0,0,0,0,0,1,13,0,0,4,0,47,0,0,0,0,0,0,2,0,6,1,0,0,0,0,0,1,86,0,44,0,0
SRR1179166,1,0,0,0,0,0,0,7,0,0,0,0,0,1,2,4,3,0,438,0,0,0,50,0,24,4,0,0,0,0,207,0,1,1,0,1,228,9,0,0,0,12,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,7,217,0,5,87,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,0,9,0,0,2,0,0,0,0,4,0,0,68,0,0,72,3,0,0,0,0,0,0,48,0,1268,10,11,0,0,180,0,51,0,0,0,0,0,0,7,0,60,0,9,21,0,0,0,0,235,0,0,0,0
SRR1179167,0,0,0,0,0,0,0,0,0,0,0,2,0,0,315,0,0,0,1246,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,91,140,0,22,0,3,2,0,0,0,0,0,0,0,0,7,1,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1188,0,0,163,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,255,0,7,0,0
SRR1179168,0,0,55,0,1,0,0,88,1,1,0,1,0,0,4,16,0,0,1922,0,1,0,35,0,0,14,0,0,0,0,0,0,3,10,0,0,110,7,2,0,0,52,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,8,492,0,2,0,1,5,0,0,0,0,2,4,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,48,0,0,2,0,0,15,0,0,0,0,7,0,0,0,4,0,0,181,0,46,0,0,0,0,0,0,43,0,10,0,0,0,0,0,0,0,259,0,0,0,1
SRR1179169,0,0,0,0,0,0,0,212,0,0,0,3,0,0,245,22,1,0,128,43,0,0,187,0,7,0,0,0,0,0,0,0,32,25,1,38,307,6,0,0,2,16,0,0,0,6,1,0,0,0,4,1,0,0,0,0,0,0,0,2,42,0,8,0,0,15,0,1,0,0,4,2,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,177,0,0,20,0,0,73,0,0,0,0,1,0,0,0,0,1,4,9,0,45,1422,0,96,0,0,0,0,0,0,25,0,3,1,0,0,0,0,0,0,231,3,0,0,0
SRR1179170,0,0,8,0,0,0,0,47,0,0,0,0,0,0,27,3,0,0,784,44,10,1,29,0,4,2,0,0,0,0,0,0,0,1,1,2,158,11,0,0,0,16,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,10,1204,0,2,0,0,18,0,0,0,0,0,1,0,0,0,0,19,0,0,5,1,2,35,0,0,0,0,0,0,0,1,0,0,71,0,0,112,0,0,1,0,0,0,0,57,0,0,0,0,0,0,477,0,23,0,0,0,0,0,0,7,0,55,2,0,12,0,0,0,0,179,0,1,0,0
SRR1179171,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,444,1,0,0,6,0,2,2,0,0,0,0,0,0,8,2,0,0,15,4,0,0,0,1,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,1,0,1,163,0,4,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,35,0,0,299,37,0,4,0,0,0,0,0,0,2122,0,3,0,0,25,0,117,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,147,1,1,0,0
SRR1179172,0,0,71,0,0,0,0,52,0,0,0,0,0,0,6,1,0,0,2768,0,0,0,14,0,0,5,0,0,0,0,2,0,0,6,1,1,197,0,2,0,0,2,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,103,0,5,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,24,0,0,1,0,0,0,0,0,0,0,2,0,0,99,0,0,0,0,0,0,0,28,0,3,0,0,0,0,13,0,8,0,0,0,0,0,0,1,0,5,0,0,24,0,0,0,0,32,0,2,0,0
SRR1179173,2,0,0,0,0,0,0,15,2,0,0,0,0,0,3,2,1,0,294,0,0,0,30,0,2,7,0,0,0,0,10,0,23,5,0,0,119,28,0,0,0,54,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,3,590,0,3,0,0,12,0,1,0,0,1,1,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,36,0,0,49,6,0,0,0,0,0,0,28,0,1179,2,1,0,0,218,0,147,0,0,0,0,0,0,9,0,5,0,0,11,0,0,0,0,559,2,0,0,0
SRR1179174,0,0,8,0,0,0,0,8,48,0,0,1,0,0,0,8,4,0,29,4,0,0,27,0,2,0,0,0,0,0,37,0,1,6,3,0,63,1,2,0,9,73,0,0,0,1,0,1,633,0,47,0,0,0,0,2,0,5,0,4,1085,0,1,0,0,15,0,0,0,0,0,5,3,1,0,0,1,0,0,11,6,0,384,0,0,20,0,6,1,0,0,7,1,28,0,0,4,1,0,2,0,3,0,0,33,0,311,0,0,0,0,81,0,71,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,1,358,0,1,0,0
SRR1179175,0,0,10,0,0,0,0,9,1,0,0,0,0,0,2,0,0,0,488,0,0,0,3,0,2,2,0,0,0,0,27,0,0,0,0,0,26,5,0,0,0,1,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,2,0,0,1004,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,29,0,0,1,0,0,0,0,1,0,0,5,0,0,30,11,0,0,0,0,0,0,72,0,1506,0,2,0,0,124,0,5,0,0,0,0,0,0,4,0,2,0,0,30,0,0,0,0,73,0,0,0,0
SRR1179176,0,0,201,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,120,0,0,1,23,0,8,0,0,0,0,0,155,0,0,0,1,0,91,2,4,0,0,28,0,0,0,0,0,2,120,0,33,0,0,0,0,1,0,0,1,35,1591,0,3,0,0,10,0,0,0,0,1,2,10,0,0,0,3,0,0,0,1,0,103,0,0,38,0,0,0,0,0,0,0,7,0,0,71,13,0,0,0,0,0,0,12,0,50,3,2,0,2,575,0,39,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,121,0,0,0,0
SRR1179177,0,0,0,0,0,0,0,92,0,0,0,0,0,0,2,5,0,0,2451,2,0,0,43,0,13,0,0,0,0,0,0,0,21,13,0,14,187,27,0,0,0,0,0,0,0,1,0,0,9,0,1,0,0,0,0,0,0,0,0,4,365,0,11,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,54,0,51,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,67,0,0,0,0
SRR4341360,16,0,251,0,0,0,0,0,1,0,0,0,0,12,0,0,3,0,81,0,0,9,8,0,3,0,0,0,0,0,22,10,439,6,10,0,288,9,3,1,0,12,0,0,0,0,0,59,634,0,4,0,0,0,1,0,0,6,6,9,136,0,0,7,0,364,0,1,0,21,0,0,0,0,0,0,0,0,0,0,0,19,151,0,0,406,0,0,0,0,0,0,0,299,0,1,3,11,0,0,0,0,0,0,19,34,10470,11,0,0,0,475,0,7,0,0,0,0,4,0,16,0,4,0,0,56,0,1,0,9,1053,0,19,0,0
SRR4341361,9,0,65,0,0,0,0,4,2,0,0,0,0,0,0,3,2,0,21,0,0,8,5,0,2,2,0,5,0,0,6,0,109,5,2,0,238,1,0,0,0,11,1,0,0,0,1,7,207,0,11,0,0,1,0,0,0,2,0,159,60,0,1,1,0,15,0,9,0,4,0,1,1,0,3,3,0,0,0,0,1,0,130,0,0,269,0,0,0,0,0,0,0,105,1,0,16,0,0,0,0,0,0,0,26,91,4613,1,12,0,0,58,0,20,0,0,0,0,0,0,23,0,2,0,8497,32,0,0,0,1,535,0,1,72,0
SRR4341362,2,0,394,0,0,0,0,47,13,0,0,0,0,9,18,0,0,0,6946,0,0,48,100,0,3,32,0,0,0,0,0,0,0,0,0,2,820,23,1,6,0,34,0,0,0,0,0,15,565,0,27,0,0,0,0,0,0,2,0,0,134,0,25,869,0,152,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0,230,677,0,0,0,0,0,0,0,0,0,0,34,0,0,380,0,0,16,0,0,0,0,6,0,1,6,0,0,0,1958,0,26,0,0,0,0,0,0,0,0,1,0,0,796,0,0,0,0,765,270,0,0,0
SRR4341363,1,3,131,0,0,0,0,190,0,2,0,0,0,122,0,2,3,0,5337,0,5,26,39,0,9,0,0,0,3,0,0,0,8,4,1,0,2096,46,0,1,0,215,0,0,0,5,0,2,2,0,7,0,0,1,0,0,0,2,303,19,825,0,3,4,0,378,0,168,0,3,0,0,0,1,1,2,0,0,0,20,0,245,6,0,0,1,0,0,0,0,0,0,0,461,0,0,100,0,0,1,0,0,0,0,333,70,5,7,7,0,0,256,0,263,1,0,0,4,0,0,108,0,0,0,1918,345,0,0,0,0,207,1,6,2,0
SRR4341364,0,0,30,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,287,0,0,2,2,0,0,0,0,0,0,0,1,0,10,0,1,0,56,0,0,0,0,0,0,0,0,0,0,4,530,0,2,0,0,1,0,0,0,7,0,1,47,0,0,562,0,21,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,10,267,0,0,141,0,0,0,0,1,2,0,18,0,0,31,0,0,1,0,0,0,0,15,2,6306,0,1,0,0,25,0,1,0,0,0,0,0,0,1,0,0,0,6079,64,0,1,0,0,950,9,1,0,0
SRR4341365,402,1,64,0,3,0,0,3,0,54,2,2,0,170,3,4,45,0,501,236,0,5,55,0,35,41,46,1,15,1,28,0,545,47,1,0,1636,32,0,15,0,223,0,0,0,5,18,107,608,0,69,0,0,1,0,32,6,16,18,1376,332,0,13,106,4,511,0,44,2,1,2,107,7,1,1,0,1,0,0,5,2,0,103,0,0,15,0,0,0,0,0,12,197,2775,0,1,1,50,0,2,176,1,51,2,354,70,907,10,21,0,1,395,0,230,3,0,10,3,8,0,446,0,85,0,3,16,0,0,0,0,1676,43,1,2,0
SRR4341366,9,0,155,1,0,0,0,1,1,2,0,14,0,4,0,1,3,0,80,0,0,4,11,0,6,12,0,0,2,0,8,2,101,5,5,0,352,0,7,4,0,29,0,0,0,0,0,33,267,0,7,0,0,34,0,0,0,47,2,21,43,0,3,0,0,122,0,0,0,0,0,0,1,0,55,0,0,0,0,1,0,0,173,0,0,91,0,0,0,0,0,1,0,212,0,0,9,14,0,1,0,0,0,0,50,10,6579,5,9,0,0,78,0,9,0,0,0,0,0,0,9,0,3,0,6381,40,0,0,0,0,354,0,3,2,0
SRR4341367,1,0,26,0,0,0,0,5,0,3,0,0,2,69,1,0,4,0,439,0,0,1,20,0,24,5,4,11,1,0,2,0,68,1,2,0,423,26,0,0,0,158,0,0,0,0,0,12,61,0,7,0,0,1,0,1,0,17,1,38,399,0,1,52,0,75,0,0,0,9,1,0,2,0,5,0,0,0,0,3,0,0,43,0,0,64,0,1,0,0,3,1,55,151,0,0,45,0,0,0,0,0,0,0,158,18,7850,8,1,0,0,738,1,40,0,0,0,0,0,0,5,0,8,0,3439,160,0,1,0,0,323,173,18,3,0
SRR4341368,5,0,0,0,0,0,14,153,1,27,0,0,0,7,5,8,1,0,1049,0,0,34,11,0,5,0,0,0,0,4,2,24,1034,69,0,0,353,76,1,13,1,129,0,0,0,2,0,8,521,0,13,1,0,5,0,0,0,49,0,2283,115,0,17,4,1,270,0,142,0,0,0,1,5,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,2042,11,0,535,4,0,319,14,0,0,0,1980,86,3158,0,6,0,0,211,0,184,0,0,0,0,0,0,151,0,1,0,0,0,0,0,0,0,308,0,0,0,0
SRR4341369,0,0,0,0,0,0,0,9,1,0,0,0,0,296,3,0,0,0,5941,0,2,205,27,0,7,16,0,0,2,0,0,0,0,21,120,10,840,113,533,2,0,367,0,0,0,0,0,158,0,0,10,1,0,5,0,0,0,62,0,7,613,0,6,1,0,143,0,0,0,3,0,0,0,0,0,0,0,0,0,16,0,1,61,0,0,0,0,0,0,0,3,0,0,86,0,0,491,0,0,7,0,0,0,0,692,0,6,19,7,0,0,1405,0,1192,0,0,0,0,0,0,1,0,1,0,0,1680,2,0,0,0,278,0,24,0,0
SRR4341370,6,0,0,0,0,0,12,544,2,0,0,0,0,14,0,2,3,0,10618,227,5,19,15,0,37,62,0,0,0,0,0,0,64,6,4,0,292,105,18,5,0,48,0,0,0,0,0,27,558,0,41,0,0,0,0,0,0,70,0,17,68,0,0,0,0,236,0,3,0,7,0,2,0,0,0,0,1,0,0,8,0,4,0,0,0,0,0,0,0,0,11,0,0,181,0,0,333,0,0,632,0,0,0,0,141,0,12,7,1,0,0,158,0,80,0,0,1,0,0,0,1,0,2,0,0,485,0,0,0,0,275,1,10,0,0
SRR4341371,5,0,0,0,0,0,0,15,0,8,0,3,0,49,11,4,0,1,609,8,0,0,8,0,5,0,1,11,15,1,0,0,204,13,1,1,199,13,0,4,0,48,0,0,0,0,0,7,1,0,2,0,0,0,0,0,0,0,0,633,32,0,0,0,0,20,0,54,2,113,0,7,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,74,74,0,0,233,111,1,0,0,0,0,0,18,172,8439,0,1,0,0,23,4,75,0,0,0,0,6,1,31,0,66,0,3291,21,2,0,0,0,654,17,23,0,0
SRR4341372,35,5,0,0,0,0,1788,183,5,0,0,0,0,25,0,0,0,0,2903,153,0,28,19,0,22,8,0,0,0,0,5,0,966,65,3,0,740,6,0,9,0,1,0,0,0,0,0,23,0,0,20,0,0,181,0,0,0,63,0,116,296,0,33,384,0,138,0,0,0,0,0,1,0,2,21,2,0,0,0,6,0,39,25,0,0,0,0,0,0,0,20,0,0,312,1,0,102,1110,0,0,0,0,0,0,533,1,33,4,9,0,0,254,0,205,0,0,0,0,0,0,65,0,1,0,3499,145,0,0,0,2,580,0,0,0,0
SRR4341373,79,0,0,2,2,1,0,19,12,76,0,5,1,35,2,20,6,0,334,34,2,1,35,0,36,0,0,0,14,0,30,0,1890,21,3,1,1513,15,0,24,0,109,0,0,0,23,1,199,5544,0,81,0,0,1,1,10,2,0,5,431,14,0,3,0,0,982,1,18,1,0,0,2,1,1,0,7,25,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,55,76,0,0,0,0,0,0,35,35,1809,29,6,0,0,1004,1,62,0,0,3,0,0,9,4,0,34,0,8,46,1,0,0,0,247,0,52,0,0
SRR4341374,17,0,0,0,0,0,0,12,3,10,0,0,0,0,4,0,5,0,51,36,2,3,30,0,3,9,1,33,2,0,22,9,4,1,2,0,234,50,12,29,0,78,0,0,0,0,0,25,863,0,27,0,37,96,1,0,0,8,7,66,89,0,5,0,0,15,0,0,0,3,3,0,0,0,484,0,0,0,0,0,0,0,12,0,0,47,0,4,0,0,2,0,74,140,0,0,34,18,0,0,0,0,0,0,83,24,8432,9,1,0,0,386,0,22,0,0,0,0,17,0,7,0,3,0,702,210,0,0,0,1,2552,21,6,1,7
SRR4341375,0,0,11,0,0,0,0,1,5,3,0,0,0,0,1,0,1,0,30,1,1,0,3,0,1,1,1,13,0,0,5,0,0,0,2,0,59,1,2,2,0,11,0,0,0,0,0,0,68,0,4,0,0,0,0,0,0,0,0,4,26,0,0,3,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,1,0,24,0,0,8,3,0,0,1,0,0,0,28,27,14244,0,0,0,0,58,0,12,0,1,0,0,0,0,0,0,5,0,16,72,0,2,0,0,585,0,5,0,0
SRR4341376,0,0,147,0,0,0,0,0,3,2,0,2,0,0,0,0,0,0,27,16,1,0,10,0,2,0,6,45,1,0,8,0,3,1,0,0,237,5,1,4,0,92,0,0,0,0,0,20,980,0,8,0,1,12,0,0,0,37,9,12,39,0,1,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,0,0,166,0,0,0,0,0,1,85,36,0,0,33,19,0,0,0,0,0,0,10,31,7087,10,2,0,0,108,0,4,0,1,0,0,9,0,4,0,1,0,4938,118,0,0,11,0,553,0,1,0,5
SRR4341377,0,0,0,0,0,0,0,18,17,33,0,0,2,1,2,0,10,0,262,74,1,10,73,0,45,3,0,36,7,0,23,0,52,13,69,3,1394,223,21,3,0,183,0,0,0,0,0,9,60,0,30,0,0,1,0,1,0,2,1,97,284,0,37,2,1,175,0,3,0,9,1,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,90,353,0,0,67,67,0,0,0,0,0,0,565,263,8319,0,6,0,0,315,0,113,0,0,1,0,9,0,6,0,0,0,125,197,0,0,0,0,1365,214,0,0,0
SRR4341378,111,1,0,0,0,1,392,439,0,5,0,1,1,1,12,6,13,0,5330,299,84,20,62,0,32,43,0,1,38,0,0,0,501,80,0,27,947,39,4,16,0,97,0,0,0,2,0,4,1,0,35,1,0,0,0,0,2,93,4,621,295,0,14,0,0,79,1,179,0,0,1,0,0,6,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,15,0,0,1080,0,6,807,0,1,3,0,0,0,0,112,0,17,5,26,0,0,105,0,2380,0,0,0,4,0,10,105,0,6,0,0,71,0,1,0,0,637,0,0,4,0
