"","Abiotrophia","Acetanaerobacterium","Acetitomaculum","Acetivibrio","Acetoanaerobium","Acetobacter","Achromobacter","Acidaminobacter","Acidaminococcus","Acidovorax","Acinetobacter","Actinobacillus","Actinobaculum","Actinomyces","Adlercreutzia","Aerococcus","Aeromonas","Aggregatibacter","Akkermansia","Alcaligenes","Alistipes","Alkalibacter","Alkalibacterium","Alkalibaculum","Alkaliphilus","Allisonella","Allobaculum","Alloscardovia","Anaerobiospirillum","Anaerobranca","Anaerococcus","Anaerofilum","Anaerofustis","Anaeroglobus","Anaerophaga","Anaeroplasma","Anaerorhabdus","Anaerosphaera","Anaerosporobacter","Anaerostipes","Anaerotruncus","Anaerovibrio","Anaerovorax","Aquabacterium","Aquaspirillum","Arcanobacterium","Arthrobacter","Asteroleplasma","Atopobium","Atopostipes","Azonexus","Azospirillum","Bacillus","Bacteroides","Barnesiella","Bdellovibrio","Bifidobacterium","Bilophila","Blautia","Brachybacterium","Brachyspira","Bradyrhizobium","Brevibacillus","Brevibacterium","Brevundimonas","Bulleidia","Burkholderia","Butyricicoccus","Butyricimonas","Butyrivibrio","Caldilinea","Caldimonas","Caloramator","Campylobacter","Carnobacterium","Catenibacterium","Catonella","Cedecea","Cellulomonas","Cellulosilyticum","Cerasicoccus","Chryseobacterium","Citrobacter","Cloacibacillus","Cloacibacterium","Clostridium_III","Clostridium_IV","Clostridium_XI","Clostridium_XII","Clostridium_XVIII","Clostridium_XlVa","Clostridium_XlVb","Clostridium_sensu_stricto","Collinsella","Comamonas","Coprobacillus","Coprococcus","Coraliomargarita","Coriobacterium","Corynebacterium","Cronobacter","Cryptobacterium","Cupriavidus","Dehalobacter","Delftia","Denitrobacterium","Dermabacter","Desmospora","Desulfitobacterium","Desulfobulbus","Desulfohalobium","Desulfosporosinus","Desulfotomaculum","Desulfovibrio","Dethiobacter","Dethiosulfatibacter","Devosia","Dialister","Dietzia","Dongia","Dorea","Dysgonomonas","Eggerthella","Elizabethkingia","Elusimicrobium","Enhydrobacter","Enterobacter","Enterococcus","Enterorhabdus","Eremococcus","Erwinia","Erysipelothrix","EscherichiaShigella","Ethanoligenens","Eubacterium","Facklamia","Faecalibacterium","Fastidiosipila","Filifactor","Finegoldia","Flavobacterium","Flavonifractor","Fodinicurvata","Francisella","Fusobacterium","Galbibacter","Gallicola","Gardnerella","Gemella","Gemmiger","Geoalkalibacter","Geobacillus","Georgfuchsia","Geosporobacter","Gordonibacter","Gracilibacter","Granulicatella","Haemophilus","Hafnia","Hallella","Halochromatium","Halomonas","Haloplasma","Helcococcus","Helicobacter","Heliobacterium","Herbaspirillum","Hespellia","Holdemania","Howardella","Humibacter","Hydrogenoanaerobacterium","Hydrotalea","Hymenobacter","Janthinobacterium","Jonquetella","Kangiella","Kiloniella","Klebsiella","Kluyvera","Kocuria","Lachnobacterium","Lactobacillus","Lactococcus","Lactonifactor","Leptotrichia","Leucobacter","Leuconostoc","Limnobacter","Listeria","Lutispora","Lysinibacillus","Mangrovibacter","Marispirillum","Marvinbryantia","Megamonas","Megasphaera","Mesoplasma","Methanobrevibacter","Methanosphaera","Methylobacterium","Microbacterium","Micrococcus","Mitsuokella","Mobiluncus","Modestobacter","Mogibacterium","Moorella","Moraxella","Morganella","Moryella","Mucilaginibacter","Murdochiella","Mycobacterium","Mycoplasma","Natronincola","Negativicoccus","Neisseria","Nesterenkonia","Nocardioides","Nonomuraea","Nosocomiicoccus","Novispirillum","Novosphingobium","Odoribacter","Olsenella","Oribacterium","Oscillibacter","Oxalicibacterium","Oxalobacter","Paenibacillus","Paludibacter","Pantoea","Papillibacter","Parabacteroides","Paracoccus","Paraeggerthella","Parapedobacter","Paraprevotella","Parasporobacterium","Parasutterella","Parvimonas","Pectobacterium","Pediococcus","Pedobacter","Pelistega","Pelomonas","Peptococcus","Peptoniphilus","Peptostreptococcus","Phascolarctobacterium","Phyllobacterium","Planobacterium","Plesiomonas","Pontibacter","Porphyromonas","Prevotella","Propionibacterium","Proteocatella","Proteus","Providencia","Pseudobutyrivibrio","Pseudoflavonifractor","Pseudomonas","Pseudoxanthomonas","Psychrobacter","Psychromonas","Pyramidobacter","Ralstonia","Raoultella","Rhizobium","Rhodococcus","Rhodospirillum","Rikenella","Robinsoniella","Roseburia","Rothia","Ruminobacter","Ruminococcus","Saccharibacillus","Saccharofermentans","Salmonella","Sarcina","Scardovia","Schlegelella","Schwartzia","Selenomonas","Serratia","Shewanella","Shimwellia","Shinella","Shuttleworthia","Slackia","Sneathia","Soehngenia","Solibacillus","Solobacterium","Sphingobacterium","Sphingobium","Sphingomonas","Sphingopyxis","Spirochaeta","Spiroplasma","Spirosoma","Sporacetigenium","Sporanaerobacter","Sporobacter","Sporosalibacterium","Sporosarcina","Staphylococcus","Stenotrophomonas","Streptacidiphilus","Streptobacillus","Streptococcus","Streptomyces","Subdoligranulum","Succinatimonas","Succiniclasticum","Succinivibrio","Sulfuritalea","Sutterella","Syntrophococcus","Syntrophomonas","TM7_genera_incertae_sedis","Tannerella","Tepidibacter","Tepidimicrobium","Tessaracoccus","Thermanaerovibrio","Thermoanaerobacter","Thermogymnomonas","Thermotalea","Thiohalobacter","Thiomonas","Thioprofundum","Tindallia","Tissierella","Treponema","Turicibacter","Unassigned","Ureaplasma","Vagococcus","Vampirovibrio","Varibaculum","Variovorax","Veillonella","Vibrio","Victivallis","Virgibacillus","Vulcanibacillus","Weissella","Yersinia","Zimmermannella"
"4EP25",0,16,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,186,0,0,0,0,0,54,0,0,0,0,5,0,0,0,11,0,0,5,29,2,11,6,0,6,0,0,4,0,0,0,0,0,207,5,0,227,0,215,0,2,0,0,0,0,0,0,47,46,3,0,0,30,0,0,128,0,0,0,0,0,0,0,0,0,369,34,286,0,0,153,7,15,98,0,0,435,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,42,0,0,0,176,0,0,63,0,0,0,12,0,0,1,4,0,0,2,42,1,503,0,1044,0,0,0,0,8,0,0,0,3,0,0,0,85,1,0,0,0,0,187,0,0,0,2,0,0,0,0,0,0,1,4,0,0,0,3,0,0,0,0,0,0,1,0,0,130,6,0,0,0,0,0,0,0,24,0,0,1,2,0,0,0,15,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,22,0,529,0,9,0,3,0,0,38,0,0,0,15,0,6,0,0,0,0,0,0,1,0,0,8,0,0,0,0,14,1996,0,0,0,0,28,13,0,0,0,0,0,0,0,0,0,19,0,0,531,0,0,596,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,18,0,0,0,0,12,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36,15,685,0,0,0,0,0,2,0,266,0,0,0,0,0
"4EP28",0,17,0,0,0,0,0,0,42,0,0,0,0,0,1,0,0,0,0,0,370,0,0,0,0,8,206,0,0,0,0,1,0,0,0,12,0,0,6,62,0,13,12,0,6,0,0,4,0,0,0,0,0,3776,2,0,51,0,456,0,2,0,0,0,0,0,0,40,37,3,0,0,3,0,0,9,0,0,0,0,0,0,0,2,0,58,5,2,0,3,380,16,5,116,0,0,394,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,62,0,0,0,0,0,0,134,0,0,0,12,0,0,1,0,0,0,2,31,1,28,0,498,0,0,0,0,4,0,0,0,3,0,0,0,172,1,0,0,0,0,139,0,0,0,3,0,0,0,0,0,0,1,6,0,10,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,3,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,95,49,0,472,0,0,0,2,0,0,345,0,0,0,60,0,0,0,0,0,0,0,0,30,0,0,37,0,0,0,0,14,580,0,0,0,0,36,6,0,0,0,0,0,0,0,0,0,17,0,0,478,0,0,198,0,5,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,22,0,0,0,0,0,0,0,0,0,36,1,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,741,0,0,0,0,0,0,0,0,0,0,0,0,0
"4EP29",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,151,0,0,0,0,6,1,0,0,0,0,1,0,0,0,12,0,0,1,131,0,14,1,0,6,0,0,4,0,0,0,0,0,111,154,0,114,0,386,0,2,0,0,0,0,0,0,84,0,4,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,146,8,2,0,21,292,11,0,27,0,0,88,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,20,0,0,0,0,0,0,81,0,0,0,11,0,0,1,3,0,0,2,0,1,19,0,696,0,0,0,0,3,0,0,0,3,0,0,0,90,1,0,0,0,0,10,0,4,0,3,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,39,5,0,51,0,0,0,2,0,0,22,0,0,0,62,0,0,0,0,0,0,0,0,1,0,0,91,0,0,0,0,14,3588,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,15,0,0,424,0,0,141,0,6,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,21,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,789,0,0,0,0,0,1,0,0,0,0,0,0,0
"4EP3",0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,7,101,0,0,0,0,0,0,0,0,11,0,0,8,2,0,10,8,0,6,0,0,4,0,0,0,0,0,46,12,0,4,0,72,0,2,0,0,0,0,0,0,6,0,3,0,0,3,0,0,102,0,0,0,0,4,0,0,0,0,149,7,194,0,0,277,1,110,63,0,0,196,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,58,0,0,0,11,0,0,1,8,0,0,2,1,1,53,0,758,0,0,0,0,1,0,0,0,3,0,0,0,38,1,0,0,0,0,11,0,49,0,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,139,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,8,8,212,0,0,0,2,0,0,28,0,0,0,31,0,0,0,0,0,0,0,0,1,0,0,194,0,0,0,0,15,4538,0,0,0,3,19,13,0,0,0,0,0,0,0,0,0,21,0,0,428,0,0,110,0,5,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,42,0,0,0,0,48,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,38,1371,0,0,0,0,0,18,0,0,0,0,0,0,0
"4EP30",0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,71,1,20,1,0,6,0,0,3,1,0,0,0,0,5210,138,0,53,0,111,0,3,0,0,0,0,0,0,18,4,5,0,0,3,0,0,9,0,0,0,0,0,0,70,0,0,0,37,143,0,0,153,0,20,5,0,0,472,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,43,0,0,353,0,2,0,14,0,0,1,0,0,0,2,0,2,9,0,448,0,0,0,0,4,0,0,635,3,0,0,0,36,1,0,0,0,0,8,0,2,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,44,0,0,26,0,0,0,1,0,0,89,0,0,0,86,0,2,0,0,0,0,0,0,1,0,0,14,0,0,0,0,11,7,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,12,0,0,1012,0,0,26,0,7,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,47,164,0,0,0,0,0,0,0,0,0,0,0,0,0
"4EP31",0,0,0,0,0,0,0,0,71,0,0,0,0,1,1,0,0,0,0,0,445,0,0,0,0,5,38,0,0,0,0,0,0,0,0,12,0,0,0,106,5,14,1,0,6,0,0,4,0,0,0,0,0,3264,1,0,34,0,285,0,2,0,0,0,0,0,0,55,134,4,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,38,50,33,0,10,555,12,0,47,0,4,93,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,32,0,0,159,0,0,0,11,0,0,1,13,0,0,2,0,17,241,0,1199,0,0,0,0,29,0,0,0,3,0,0,0,280,1,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,201,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,10,8,79,0,0,0,2,0,0,219,0,0,0,171,0,0,0,0,0,0,0,0,1,0,0,175,0,0,0,0,14,262,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,17,0,0,248,0,0,58,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,33,0,0,0,0,1,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,244,0,0,0,0,0,7,0,0,0,0,0,0,0
"4EP33",0,10,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,10,0,0,2,254,0,9,1,0,6,0,0,4,0,0,0,3,0,4311,473,0,50,2,547,0,2,0,0,0,0,0,0,120,0,3,0,0,3,0,0,394,0,0,0,0,0,0,0,0,0,95,9,664,0,0,465,15,3,8,0,0,429,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,139,0,0,231,0,0,0,10,0,0,1,0,0,0,2,0,3,170,0,1143,0,0,0,0,4,0,0,0,3,0,0,0,268,1,0,0,0,0,12,0,2,0,2,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,41,0,0,0,3,0,0,24,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,37,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,23,0,0,269,0,0,187,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,16,242,0,0,24,0,0,14,0,0,0,0,0,0,0
"4EP34",0,127,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,11,0,0,0,0,9,2,0,0,0,0,0,0,0,0,9,0,0,2,52,2,0,1,0,1,0,0,0,0,0,0,0,0,2885,118,0,1,20,220,0,0,0,0,0,0,0,0,170,0,1,0,0,3,0,0,10,0,0,0,0,0,0,0,0,1,23,107,36,0,144,1245,26,0,28,0,1,195,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,198,0,0,63,0,2,0,6,0,0,1,0,0,0,2,0,38,131,0,696,0,0,0,0,22,0,0,0,6,0,0,0,193,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,4,2,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,136,0,0,0,1,0,0,60,0,0,0,314,0,154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,652,0,0,0,0,6,11,0,0,0,0,0,0,0,0,0,48,0,0,806,0,0,22,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,30,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,194,0,0,0,0,0,1,0,0,0,0,0,0,0
"4EP35",0,44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,575,0,0,0,0,0,1,0,0,0,0,3,0,0,0,12,0,0,6,30,1,13,3,0,6,0,0,4,0,0,0,0,0,840,483,0,86,2,357,0,3,0,0,0,0,0,0,53,39,3,0,0,3,0,0,476,0,0,0,0,0,0,0,0,0,102,18,11,0,26,471,6,9,31,0,0,286,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,10,0,0,0,6,0,0,152,0,0,0,343,0,0,1,0,0,0,2,0,20,11,0,2366,0,0,0,0,8,0,0,0,3,0,0,0,51,1,0,0,0,0,91,0,0,0,3,0,0,0,0,0,0,1,4,1,0,36,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,16,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,126,4,0,228,0,0,0,2,0,0,118,0,0,0,11,1,12,0,0,0,0,0,0,1,0,0,64,0,0,0,0,15,9,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,17,0,0,256,0,0,69,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,4,0,0,0,0,10,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,1137,0,0,68,0,0,0,0,8,0,0,0,0,0
"4EP36",0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,73,0,383,0,0,0,0,0,2,0,0,0,0,7,0,0,0,10,0,0,5,13,1,0,6,0,2,0,0,0,0,0,0,0,0,2200,37,0,22,7,406,0,0,0,0,0,0,0,0,141,32,1,0,0,13,0,0,10,0,0,0,0,0,0,0,0,0,324,12,43,0,2,457,19,183,25,0,1,522,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,61,0,0,39,0,0,0,6,0,0,1,0,0,0,2,0,1,139,0,658,0,0,0,0,4,1,0,0,6,0,0,0,319,1,0,0,0,1,67,0,153,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,25,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,2,0,252,0,3,0,1,0,0,26,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,390,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,45,0,0,1364,0,0,871,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,375,0,0,0,0,0,3,0,5,0,0,0,0,0
"4EP37",0,14,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,32,0,0,0,0,0,0,0,0,11,0,0,21,8,0,12,5,0,6,0,0,4,0,0,66,0,0,14,1,0,14,0,131,0,2,0,0,0,0,0,0,37,1,3,0,0,3,0,0,84,0,0,0,0,0,0,0,0,0,36,6,31,0,0,198,2,28,19,0,0,154,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,18,0,0,0,37,0,0,55,0,0,0,12,0,0,1,4,0,0,2,1,1,134,0,303,0,0,0,0,1,0,1,0,3,0,0,0,27,1,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,6,0,86,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,52,146,0,1,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,56,0,0,0,0,15,4744,0,0,0,0,19,2,2,0,0,0,0,0,0,0,0,17,0,0,172,0,0,134,0,5,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,2,0,0,0,0,1436,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,595,0,0,166,0,0,2,0,64,0,0,0,0,0
"4EP38",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1309,0,911,0,0,0,0,0,168,0,0,0,0,28,0,0,0,9,0,0,0,156,45,8,1,0,6,0,0,4,0,0,0,0,0,304,200,0,0,0,146,0,2,0,0,0,0,0,0,2,0,3,0,0,52,0,0,62,0,0,0,0,0,0,0,0,0,8,14,107,0,356,122,1,64,12,0,14,44,2,0,0,0,0,0,0,0,123,0,0,0,0,0,0,2,14,0,0,0,12,0,0,89,0,13,0,10,0,0,1,0,0,0,2,0,4,233,0,126,0,0,0,0,8,0,0,0,3,0,0,0,6,1,0,0,0,11,555,0,0,0,2,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,28,0,0,1,2,0,1,0,30,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,155,0,0,20,0,0,0,3,0,0,415,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,42,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,26,0,0,15,0,0,317,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,18,0,3,0,0,8,0,9,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,6,34,1,545,0,0,0,0,0,0,0,0,0,0,0,0,0
"4EP39",0,11,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,41,0,1,0,0,1,0,0,0,13,0,0,19,3,0,20,1,0,6,0,0,3,0,0,0,0,0,20,1,0,5,0,59,0,73,0,0,0,0,0,0,15,4,5,0,0,3,0,0,130,0,0,0,0,0,0,0,0,0,3,11,8,0,0,73,3,9,16,0,0,76,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,18,0,0,0,0,0,0,26,0,0,0,14,0,0,0,3,0,0,17,0,2,326,0,290,0,0,0,0,1,0,0,0,3,0,0,0,25,1,0,0,0,0,10,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,18,37,154,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,294,0,0,0,0,13,4241,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,11,0,0,107,0,0,74,0,5,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,2698,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,1070,0,0,0,0,0,2,0,2,0,0,0,0,0
"4EP4",0,33,0,0,0,0,0,0,163,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,78,0,1,0,0,0,0,0,0,12,0,0,1,34,1,14,3,0,6,0,0,4,0,0,0,0,0,1808,51,0,14,7,228,0,3,0,0,0,0,0,0,73,15,4,0,0,3,13,0,284,0,0,0,0,0,0,0,0,0,48,4,26,0,0,240,9,0,97,0,0,253,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,49,0,0,0,86,0,0,125,0,0,0,11,0,0,1,5,0,0,2,1,1,24,0,566,0,0,0,0,6,0,0,0,3,0,0,0,157,1,0,0,0,0,10,0,0,0,4,0,0,0,0,0,0,1,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,16,0,429,0,0,0,2,0,0,65,0,0,0,16,0,0,0,0,0,0,0,0,1,0,0,21,0,0,0,0,15,2683,0,0,0,0,141,3,0,0,0,0,0,0,0,0,0,15,0,0,182,0,0,163,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,40,0,0,0,0,222,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2,508,0,0,0,0,0,0,0,0,0,0,0,0,0
"4EP40",0,79,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,79,0,1,0,0,0,0,5,130,0,0,0,0,9,0,0,0,13,0,0,8,136,24,16,15,0,6,28,0,4,0,0,66,0,0,33,7,0,0,0,501,0,3,0,0,0,0,0,0,22,23,4,0,0,47,104,0,96,0,0,0,0,5,0,0,0,0,135,102,71,1,0,218,9,116,22,0,0,214,74,0,0,0,0,0,0,0,20,0,0,0,0,0,0,2,24,0,0,0,67,0,0,211,0,0,0,13,0,0,1,23,0,0,2,0,2,234,0,379,0,0,0,1,2,0,0,10,3,0,0,0,34,71,0,0,0,0,1193,0,1,0,150,0,0,0,0,25,0,1,0,11,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,2,0,85,0,2,0,0,0,0,86,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,40,66,68,761,0,3,0,482,0,0,6,0,0,0,7,0,0,4,0,0,0,0,0,23,0,1,79,0,0,0,0,110,2308,0,0,0,0,70,15,0,0,0,0,0,0,0,0,0,14,0,1,28,0,0,143,0,7,0,0,0,0,0,0,0,0,0,0,0,3,78,0,0,2,0,0,0,0,72,2,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,1628,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,35,2,2876,0,0,0,0,0,1,0,4,0,7,0,0,0
