"","Abiotrophia","Acetanaerobacterium","Acetitomaculum","Acetivibrio","Acetoanaerobium","Acetobacter","Achromobacter","Acidaminobacter","Acidaminococcus","Acidovorax","Acinetobacter","Actinobacillus","Actinobaculum","Actinomyces","Adlercreutzia","Aerococcus","Aeromonas","Aggregatibacter","Akkermansia","Alcaligenes","Alistipes","Alkalibacter","Alkalibacterium","Alkalibaculum","Alkaliphilus","Allisonella","Allobaculum","Alloscardovia","Anaerobiospirillum","Anaerobranca","Anaerococcus","Anaerofilum","Anaerofustis","Anaeroglobus","Anaerophaga","Anaeroplasma","Anaerorhabdus","Anaerosphaera","Anaerosporobacter","Anaerostipes","Anaerotruncus","Anaerovibrio","Anaerovorax","Aquabacterium","Aquaspirillum","Arcanobacterium","Arthrobacter","Asteroleplasma","Atopobium","Atopostipes","Azonexus","Azospirillum","Bacillus","Bacteroides","Barnesiella","Bdellovibrio","Bifidobacterium","Bilophila","Blautia","Brachybacterium","Brachyspira","Bradyrhizobium","Brevibacillus","Brevibacterium","Brevundimonas","Bulleidia","Burkholderia","Butyricicoccus","Butyricimonas","Butyrivibrio","Caldilinea","Caldimonas","Caloramator","Campylobacter","Carnobacterium","Catenibacterium","Catonella","Cedecea","Cellulomonas","Cellulosilyticum","Cerasicoccus","Chryseobacterium","Citrobacter","Cloacibacillus","Cloacibacterium","Clostridium_III","Clostridium_IV","Clostridium_XI","Clostridium_XII","Clostridium_XVIII","Clostridium_XlVa","Clostridium_XlVb","Clostridium_sensu_stricto","Collinsella","Comamonas","Coprobacillus","Coprococcus","Coraliomargarita","Coriobacterium","Corynebacterium","Cronobacter","Cryptobacterium","Cupriavidus","Dehalobacter","Delftia","Denitrobacterium","Dermabacter","Desmospora","Desulfitobacterium","Desulfobulbus","Desulfohalobium","Desulfosporosinus","Desulfotomaculum","Desulfovibrio","Dethiobacter","Dethiosulfatibacter","Devosia","Dialister","Dietzia","Dongia","Dorea","Dysgonomonas","Eggerthella","Elizabethkingia","Elusimicrobium","Enhydrobacter","Enterobacter","Enterococcus","Enterorhabdus","Eremococcus","Erwinia","Erysipelothrix","EscherichiaShigella","Ethanoligenens","Eubacterium","Facklamia","Faecalibacterium","Fastidiosipila","Filifactor","Finegoldia","Flavobacterium","Flavonifractor","Fodinicurvata","Francisella","Fusobacterium","Galbibacter","Gallicola","Gardnerella","Gemella","Gemmiger","Geoalkalibacter","Geobacillus","Georgfuchsia","Geosporobacter","Gordonibacter","Gracilibacter","Granulicatella","Haemophilus","Hafnia","Hallella","Halochromatium","Halomonas","Haloplasma","Helcococcus","Helicobacter","Heliobacterium","Herbaspirillum","Hespellia","Holdemania","Howardella","Humibacter","Hydrogenoanaerobacterium","Hydrotalea","Hymenobacter","Janthinobacterium","Jonquetella","Kangiella","Kiloniella","Klebsiella","Kluyvera","Kocuria","Lachnobacterium","Lactobacillus","Lactococcus","Lactonifactor","Leptotrichia","Leucobacter","Leuconostoc","Limnobacter","Listeria","Lutispora","Lysinibacillus","Mangrovibacter","Marispirillum","Marvinbryantia","Megamonas","Megasphaera","Mesoplasma","Methanobrevibacter","Methanosphaera","Methylobacterium","Microbacterium","Micrococcus","Mitsuokella","Mobiluncus","Modestobacter","Mogibacterium","Moorella","Moraxella","Morganella","Moryella","Mucilaginibacter","Murdochiella","Mycobacterium","Mycoplasma","Natronincola","Negativicoccus","Neisseria","Nesterenkonia","Nocardioides","Nonomuraea","Nosocomiicoccus","Novispirillum","Novosphingobium","Odoribacter","Olsenella","Oribacterium","Oscillibacter","Oxalicibacterium","Oxalobacter","Paenibacillus","Paludibacter","Pantoea","Papillibacter","Parabacteroides","Paracoccus","Paraeggerthella","Parapedobacter","Paraprevotella","Parasporobacterium","Parasutterella","Parvimonas","Pectobacterium","Pediococcus","Pedobacter","Pelistega","Pelomonas","Peptococcus","Peptoniphilus","Peptostreptococcus","Phascolarctobacterium","Phyllobacterium","Planobacterium","Plesiomonas","Pontibacter","Porphyromonas","Prevotella","Propionibacterium","Proteocatella","Proteus","Providencia","Pseudobutyrivibrio","Pseudoflavonifractor","Pseudomonas","Pseudoxanthomonas","Psychrobacter","Psychromonas","Pyramidobacter","Ralstonia","Raoultella","Rhizobium","Rhodococcus","Rhodospirillum","Rikenella","Robinsoniella","Roseburia","Rothia","Ruminobacter","Ruminococcus","Saccharibacillus","Saccharofermentans","Salmonella","Sarcina","Scardovia","Schlegelella","Schwartzia","Selenomonas","Serratia","Shewanella","Shimwellia","Shinella","Shuttleworthia","Slackia","Sneathia","Soehngenia","Solibacillus","Solobacterium","Sphingobacterium","Sphingobium","Sphingomonas","Sphingopyxis","Spirochaeta","Spiroplasma","Spirosoma","Sporacetigenium","Sporanaerobacter","Sporobacter","Sporosalibacterium","Sporosarcina","Staphylococcus","Stenotrophomonas","Streptacidiphilus","Streptobacillus","Streptococcus","Streptomyces","Subdoligranulum","Succinatimonas","Succiniclasticum","Succinivibrio","Sulfuritalea","Sutterella","Syntrophococcus","Syntrophomonas","TM7_genera_incertae_sedis","Tannerella","Tepidibacter","Tepidimicrobium","Tessaracoccus","Thermanaerovibrio","Thermoanaerobacter","Thermogymnomonas","Thermotalea","Thiohalobacter","Thiomonas","Thioprofundum","Tindallia","Tissierella","Treponema","Turicibacter","Unassigned","Ureaplasma","Vagococcus","Vampirovibrio","Varibaculum","Variovorax","Veillonella","Vibrio","Victivallis","Virgibacillus","Vulcanibacillus","Weissella","Yersinia","Zimmermannella"
"qG13006793",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,15,0,0,0,0,1,21,0,0,0,0,2,0,0,0,12,0,0,8,53,3,7,13,0,6,0,0,4,0,0,0,0,0,68,85,0,15,0,336,0,7,0,0,0,0,0,0,17,19,4,0,0,7,0,0,28,0,0,0,0,0,0,5,0,0,143,13,48,0,11,570,53,51,6,0,1,328,8,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,3,0,0,0,3,0,0,84,0,0,0,25,0,0,1,3,0,0,2,1,8,65,0,546,0,0,0,0,3,0,0,0,3,0,0,0,47,2,0,0,0,0,62,0,1,0,2,0,0,0,0,1,0,1,3,2,3,0,1,0,0,0,0,0,0,5,0,0,8,11,0,0,0,0,0,0,0,79,0,0,0,1,0,0,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,17,0,8,396,0,0,0,8,0,0,26,0,0,1,2,0,2,0,0,0,0,0,0,4,0,0,23,0,0,0,0,20,2869,0,0,0,0,19,6,0,0,0,0,0,0,0,0,0,14,0,0,256,0,0,213,0,12,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,13,0,0,0,0,2,1,0,0,0,32,0,0,0,0,0,0,113,0,0,0,0,415,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,15,1338,0,0,29,0,0,1,0,138,0,0,0,0,0
"qG13006794",0,115,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,62,0,74,1,0,0,0,1,153,0,0,0,0,1,0,0,0,12,0,0,9,58,4,0,16,0,2,0,0,0,0,0,0,0,0,1588,24,0,50,0,350,0,0,0,0,0,0,0,0,16,100,1,0,0,9,0,0,493,0,0,0,0,0,0,7,3,0,152,30,53,0,7,321,10,55,7,1,1,300,6,0,0,0,0,0,0,0,11,0,0,1,0,0,0,2,34,0,0,0,49,0,0,82,16,1,0,12,0,1,4,43,0,0,52,10,7,133,0,280,0,0,0,0,9,0,0,0,6,0,0,0,27,1,0,0,0,0,83,1,1,0,0,0,0,0,0,0,0,5,3,1,2,0,1,0,0,0,0,0,0,3,0,0,10,18,1,0,0,0,3,0,0,11,0,0,1,1,0,1,0,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,3,138,0,3,0,1,0,0,202,0,0,0,16,0,4,0,0,0,0,0,0,3,0,0,104,0,0,0,0,30,199,0,0,0,0,18,6,0,0,0,0,1,0,0,0,1,41,0,0,219,0,0,220,0,12,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,6,0,1,0,0,1616,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8,16,1851,0,0,22,0,0,10,0,6,0,1,0,0,0
"qG13006799",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,10,0,0,0,0,1,53,0,3,0,0,2,0,0,0,12,0,0,8,53,3,7,2,0,6,0,0,4,0,0,0,0,0,57,55,0,109,0,335,0,7,0,0,0,0,0,0,17,19,5,0,0,6,0,0,124,0,0,0,0,0,0,4,0,0,142,13,48,0,11,237,8,50,6,0,1,327,8,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,56,0,0,0,59,0,0,84,0,0,0,25,0,0,1,3,0,0,2,1,8,62,0,476,0,0,0,0,3,0,0,5,3,0,0,0,102,2,0,0,0,0,61,0,1,0,2,0,0,0,0,1,0,1,3,2,3,0,1,0,0,0,0,0,0,5,0,0,8,11,0,0,0,0,0,0,0,8,0,0,0,1,0,61,0,5,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,17,10,8,119,0,2,0,9,0,0,25,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,3,0,0,0,0,20,3698,0,0,0,0,19,6,0,0,0,0,0,0,0,0,0,14,0,0,254,0,0,73,0,12,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,13,0,0,0,0,2,0,0,0,0,30,0,0,0,0,0,0,6,0,0,0,0,743,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,15,666,0,0,29,0,0,1,0,138,0,0,0,0,0
"qG13006800",0,41,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,18,0,142,0,0,0,0,14,77,0,0,0,0,1,0,0,0,13,0,0,8,51,3,7,13,0,6,0,0,4,0,0,0,0,0,2080,140,0,15,0,334,0,8,0,0,0,0,0,0,166,16,5,0,0,7,0,0,26,0,0,0,0,0,0,4,0,0,142,13,47,0,10,811,8,49,38,0,1,561,8,1,0,0,0,0,0,0,10,0,0,0,0,0,0,2,29,0,0,0,72,0,0,79,0,0,0,25,0,0,1,3,0,0,2,3,8,118,0,1540,0,0,0,0,3,0,0,2,3,0,0,0,206,2,0,0,0,0,61,0,46,0,3,0,0,0,0,1,0,1,3,2,3,0,1,0,0,0,0,0,0,5,0,0,8,12,0,0,0,0,0,0,0,8,0,0,0,1,0,10,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,17,3,8,120,0,0,0,9,0,0,256,0,0,0,178,0,2,0,0,0,0,0,0,4,0,0,8,0,0,0,0,20,359,0,0,0,0,19,7,0,0,0,0,0,0,0,0,0,14,0,0,244,0,0,1143,0,12,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,14,0,0,0,0,2,0,0,0,0,32,0,0,0,0,0,0,39,0,1,0,0,267,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,745,15,475,0,0,28,0,0,1,0,7,0,0,0,0,0
"qG13006801",0,9,0,0,0,0,0,0,32,0,0,0,0,0,1,0,0,0,26,0,2,0,0,0,0,9,21,0,0,0,0,2,0,0,0,11,0,0,9,60,3,5,2,0,6,0,0,4,0,0,0,0,0,128,0,0,9,1,342,0,6,0,0,0,0,0,0,45,97,3,0,0,6,0,0,28,0,0,0,0,0,0,7,0,0,145,65,673,0,7,380,9,57,6,0,1,123,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,2,19,0,0,0,8,0,0,86,0,1,0,20,0,1,2,19,0,0,2,1,7,45,0,240,0,0,0,0,3,0,0,0,3,0,0,0,95,2,0,0,0,0,63,0,1,0,1,0,0,0,0,1,0,2,3,2,3,0,1,0,0,0,0,0,0,5,0,0,9,9,0,0,0,0,0,0,0,8,0,0,1,1,0,402,0,5,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,20,11,7,145,0,0,0,6,0,0,15,0,0,0,14,0,3,0,0,0,0,0,0,3,0,0,77,0,0,0,0,22,2349,0,0,0,0,18,40,0,0,0,0,0,0,0,0,0,21,0,0,253,0,0,98,0,11,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,12,0,0,0,0,2,0,0,0,0,28,0,0,0,0,0,0,5,0,0,0,0,1579,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,16,903,0,0,33,0,0,1,0,12,0,0,0,0,0
"qG13006803",0,8,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,25,0,68,0,0,0,0,1,1,0,0,0,0,2,0,0,0,11,0,0,9,59,3,5,2,0,6,0,0,4,0,0,0,0,0,4910,16,0,14,1,341,0,6,0,0,0,0,0,0,17,14,4,0,0,6,0,0,45,0,0,0,0,0,0,6,0,0,144,13,57,0,178,221,9,56,6,0,1,334,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,2,2,0,0,0,7,0,0,84,0,0,0,21,0,1,2,3,0,0,3,1,7,75,0,562,0,0,0,0,17,0,0,122,3,0,0,0,26,2,0,0,0,0,63,0,1,0,1,0,0,0,0,1,0,2,3,2,3,0,1,0,0,0,0,0,0,5,0,0,9,12,0,0,0,0,0,0,0,8,0,0,1,1,0,87,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,19,0,7,1088,0,0,0,6,0,0,543,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,98,0,0,0,0,22,2,0,0,0,0,18,6,0,0,0,0,0,0,0,0,0,18,0,0,253,0,0,261,0,12,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,12,0,0,0,0,2,0,0,0,0,28,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,16,187,0,0,32,0,0,1,0,12,0,0,0,0,0
"qG13006804",0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,0,89,0,0,0,0,1,156,0,0,0,0,2,0,0,0,10,0,0,9,62,3,4,2,0,6,0,0,4,0,0,0,0,0,586,200,0,247,1,343,0,5,0,0,0,0,0,0,44,15,3,0,0,6,0,0,27,0,0,0,0,0,0,7,0,0,145,62,50,0,135,377,8,59,107,1,1,420,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,2,60,0,0,0,133,0,0,78,0,1,0,20,0,1,2,3,0,0,2,1,7,333,0,1064,0,0,0,0,3,1,0,0,3,0,0,0,152,2,0,0,0,0,64,0,1,0,1,0,0,0,0,1,0,2,3,2,3,0,1,0,0,0,0,0,3,5,0,0,9,14,0,0,0,0,0,0,0,8,0,0,1,1,0,2,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,20,0,6,150,0,5,0,5,0,0,66,0,0,0,19,0,2,0,0,0,0,0,0,3,0,0,4,0,0,0,0,21,1745,0,0,0,0,18,6,0,0,0,0,0,0,0,0,0,22,0,0,260,0,0,516,0,11,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,12,0,0,0,0,3,4,0,0,0,27,0,0,0,0,0,0,14,0,0,0,0,131,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,16,1171,0,0,34,0,0,1,0,12,0,0,0,0,0
"qG13006805",0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,427,0,0,0,0,1,1,0,0,0,0,1,0,0,0,13,0,0,8,51,3,7,2,0,6,0,0,4,0,0,0,0,0,3524,286,0,70,0,334,0,8,0,0,0,0,0,0,17,16,5,0,0,7,0,0,26,0,0,0,0,0,0,4,0,0,142,13,47,0,10,625,54,49,21,0,1,140,8,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,2,0,0,0,3,0,0,79,0,0,0,25,0,0,1,3,0,0,2,3,8,59,0,414,0,0,0,0,3,0,0,0,3,0,0,0,20,2,0,0,0,0,61,0,1,0,3,0,0,0,0,1,0,1,3,2,3,0,1,0,0,0,0,0,0,5,0,0,8,12,0,0,0,0,0,0,0,8,0,0,0,1,60,0,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,106,0,8,120,0,0,0,9,0,0,188,0,0,0,62,0,2,0,0,0,0,0,0,4,0,0,115,0,0,0,0,20,74,0,0,0,0,19,7,0,0,0,0,0,0,0,0,0,14,0,0,919,0,0,277,0,12,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,14,0,0,0,0,2,0,0,0,0,32,0,0,0,0,0,0,39,0,0,0,0,1,0,212,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,15,166,0,0,28,0,0,1,0,7,0,0,0,0,0
"qG13006811",0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,0,2,0,0,0,0,1,21,0,0,0,0,2,0,0,0,11,0,0,9,60,3,5,2,0,6,0,0,4,0,0,0,0,0,36,0,0,9,0,342,0,6,0,0,0,0,0,0,16,14,3,0,0,6,35,0,28,0,0,0,0,0,0,7,0,0,145,13,54,0,7,220,9,57,6,0,1,123,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,2,10,0,0,0,76,0,0,86,0,1,0,20,0,1,2,3,0,0,2,1,7,45,0,689,0,0,0,0,3,0,0,0,3,0,0,0,28,2,0,0,0,0,63,0,1,0,1,0,0,0,0,1,0,2,3,2,3,0,1,0,0,0,0,0,0,5,0,0,9,9,0,0,0,0,0,0,0,8,0,0,1,1,0,21,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,20,24,7,145,0,0,0,6,0,0,15,0,0,0,2,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,22,5014,0,0,0,0,18,6,0,0,0,0,0,0,0,0,0,21,0,0,942,0,0,98,0,11,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,12,0,0,0,0,2,0,0,0,0,28,0,0,0,0,0,0,72,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,16,111,0,0,33,0,0,1,0,12,0,0,0,0,0
"qG13006812",0,8,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,18,0,177,0,0,0,0,1,1,0,0,0,0,15,0,0,0,13,0,0,8,51,3,8,2,0,6,0,0,4,10,0,0,0,0,4154,37,0,484,2,334,0,8,0,1,0,0,0,0,72,16,5,0,0,7,0,0,24,0,1,0,0,0,0,4,0,0,142,14,351,0,9,278,8,49,38,0,1,153,8,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,2,0,0,0,50,0,0,256,0,0,0,25,0,1,1,3,0,0,2,392,8,82,0,333,0,0,0,0,3,0,0,5,3,0,0,0,358,2,0,0,0,0,61,0,1,0,87,0,0,0,0,1,0,1,3,2,3,0,1,0,0,0,0,0,0,5,0,0,8,12,0,0,0,0,0,0,0,7,0,0,0,12,0,0,0,5,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,0,18,0,8,118,0,0,0,10,0,0,297,0,0,0,28,0,2,0,0,0,0,0,0,4,1,2,6,0,0,0,0,376,7,0,0,0,0,19,7,0,0,0,0,0,0,0,0,0,14,0,0,251,0,0,483,0,12,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,14,0,0,0,0,2,0,0,0,0,190,0,0,0,0,0,0,6,0,0,0,0,30,0,58,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,15,231,0,0,28,0,0,1,0,7,0,0,0,0,0
"qG13006813",0,8,0,1,0,0,0,0,60,0,0,0,0,4,1,0,0,0,71,0,18,0,0,0,0,1,3,0,0,0,0,1,0,0,0,10,0,0,10,61,4,0,3,0,1,0,0,0,0,0,0,0,0,3359,0,0,59,0,353,0,0,0,0,0,0,0,0,16,19,1,0,0,8,45,0,19,0,0,0,0,0,0,9,0,0,153,12,60,0,7,334,10,57,38,1,1,135,6,0,0,0,0,0,0,0,12,0,0,0,0,0,0,2,2,0,0,0,8,0,0,470,0,1,0,12,0,1,5,3,0,0,2,32,6,38,0,371,0,0,0,0,3,0,0,0,6,0,0,0,58,1,0,0,0,0,84,0,2,0,0,0,0,0,0,0,0,6,3,1,2,0,1,0,0,0,0,0,0,3,0,0,11,13,1,0,0,0,0,0,0,10,0,0,1,1,0,250,0,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,5,3,151,0,0,0,0,0,0,336,0,0,0,96,0,5,0,0,0,0,0,0,3,0,0,7,0,0,0,0,29,0,0,0,0,0,18,6,0,0,0,0,1,0,0,0,1,46,0,0,227,0,0,218,0,12,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,6,0,0,0,0,1,0,158,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8,16,374,0,0,24,0,0,1,0,6,0,1,0,0,0
"qG13006814",0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,0,2,0,0,0,0,1,268,0,0,0,0,2,0,0,0,11,0,0,8,57,3,6,2,0,6,0,0,4,0,0,0,0,0,230,46,0,151,18,339,0,6,0,0,0,0,0,0,46,17,4,0,0,6,0,0,51,0,0,0,0,0,0,6,0,0,144,13,56,0,12,446,9,54,165,0,1,116,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,2,2,0,0,0,362,0,0,79,0,0,0,22,0,1,2,3,0,0,3,52,7,82,0,1173,0,0,0,0,3,0,0,0,3,0,0,0,51,2,0,0,0,0,62,0,20,0,1,0,0,0,0,1,0,1,3,2,3,0,1,0,0,0,0,0,0,5,0,0,9,12,0,0,0,0,0,0,0,8,0,0,1,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,19,4,7,156,0,0,0,7,0,0,114,0,0,0,8,0,2,0,0,0,0,0,0,4,0,0,3,0,0,0,0,23,2294,0,0,0,0,18,6,0,0,0,0,0,0,0,0,0,17,0,0,890,0,0,87,0,12,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,13,0,0,0,0,2,0,0,0,0,29,0,0,0,0,0,0,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,16,573,0,0,31,0,0,1,0,10,0,0,0,0,0
"qG13006816",0,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,81,0,451,0,0,0,0,1,91,0,0,0,0,1,0,0,0,9,0,0,10,65,3,0,3,0,1,0,0,0,0,0,0,0,0,759,126,0,12,2,358,0,0,0,0,0,0,0,0,18,19,0,0,0,61,0,0,17,0,0,0,0,0,0,12,12,0,155,12,56,0,7,352,10,61,102,2,2,148,6,0,0,0,0,0,0,0,12,0,0,0,0,0,0,2,24,0,0,0,115,0,0,75,0,1,0,11,0,2,6,18,0,0,2,1,6,406,0,556,0,0,0,0,3,0,0,0,6,0,0,0,86,1,0,0,0,0,85,0,2,0,0,0,0,0,0,0,0,9,3,2,2,0,1,0,0,0,0,0,0,2,0,0,11,407,1,0,0,0,0,0,0,11,0,0,1,1,0,2,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,3,169,0,0,0,0,0,0,63,0,0,83,206,0,5,0,0,0,0,0,0,3,0,0,7,0,0,0,0,316,721,0,0,0,0,17,6,0,0,0,0,1,0,0,0,0,55,0,0,239,0,0,273,0,11,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,6,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,16,2169,0,0,27,0,0,1,0,304,0,1,0,0,0
"qG13006817",0,8,0,0,0,0,0,0,30,0,0,0,0,0,1,0,0,0,22,0,52,0,0,0,0,8,1,0,0,0,0,2,0,0,0,12,0,0,8,56,3,6,33,0,6,0,0,4,0,0,0,0,0,272,59,0,12,8,338,0,7,0,0,0,0,0,0,17,133,4,0,0,7,0,0,424,0,0,0,0,0,0,5,0,0,143,13,53,0,13,253,8,53,22,0,1,319,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,2,3,0,0,0,30,0,0,369,0,0,0,23,0,1,1,65,0,0,3,1,7,300,0,989,0,0,0,0,3,0,0,0,3,0,0,0,50,2,0,0,0,0,62,0,1,0,1,0,0,0,0,1,0,1,3,2,3,0,1,0,0,0,0,0,0,5,0,0,8,12,0,0,0,0,0,0,0,8,0,0,0,1,0,11,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,18,4,7,617,0,2,0,8,0,0,77,0,0,0,19,0,2,0,0,0,1,0,0,4,0,0,212,0,0,0,0,21,1724,0,0,0,0,19,6,0,0,0,0,0,0,0,0,0,17,0,0,935,0,0,304,0,12,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,13,0,0,0,0,2,0,0,0,0,29,0,0,0,0,0,0,38,0,0,0,0,162,0,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,15,2852,0,0,30,0,0,1,0,9,0,0,0,0,0
"rgn.1.1",0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,4,0,0,0,1,0,0,0,0,3,0,0,15,175,1,19,2,0,5,0,0,1,0,0,0,0,0,58,21,0,20,0,130,0,8,0,0,0,0,0,0,22,7,5,0,0,1,0,0,313,0,0,0,0,0,0,0,0,0,1,6,248,0,32,265,10,37,108,0,0,82,5,0,0,0,0,0,0,0,3,6,0,0,0,0,0,1,4,0,0,0,125,0,0,125,0,0,0,5,0,0,0,2,0,0,2,0,2,7,0,258,0,0,33,0,3,0,0,0,3,0,0,1,8,2,0,0,0,0,7,0,0,0,7,0,0,0,1,1,0,0,1,1,23,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,86,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,5,5,0,0,0,11,0,0,14,0,0,0,16,0,9,0,0,0,0,0,0,0,2,0,1,1,0,0,0,13,3,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,193,4,0,324,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,121,0,0,0,0,0,0,1,13,0,0,0,0,0
